,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
322,SpiceJet,Kolkata,Banglore,0,3841,150.0,14,55,17,25,June,Saturday
323,Jet Airways,Banglore,New Delhi,1,11507,885.0,9,45,0,30,March,Tuesday
324,Jet Airways,Kolkata,Banglore,1,14781,740.0,8,25,20,45,May,Wednesday
325,Jet Airways,Delhi,Cochin,1,16079,1530.0,17,30,19,0,May,Monday
326,Jet Airways,Delhi,Cochin,1,12898,335.0,22,50,4,25,May,Monday
327,Multiple carriers,Delhi,Cochin,1,15353,705.0,7,30,19,15,March,Wednesday
328,IndiGo,Banglore,New Delhi,0,7303,175.0,18,25,21,20,March,Sunday
329,SpiceJet,Kolkata,Banglore,1,6197,340.0,15,5,20,45,March,Sunday
330,Air India,Kolkata,Banglore,1,8996,245.0,9,10,13,15,June,Sunday
331,IndiGo,Delhi,Cochin,1,6528,480.0,14,20,22,20,March,Thursday
332,GoAir,Banglore,Delhi,0,4239,165.0,20,55,23,40,April,Tuesday
333,IndiGo,Kolkata,Banglore,0,4148,160.0,20,25,23,5,March,Tuesday
334,SpiceJet,Banglore,Delhi,0,3971,175.0,21,10,0,5,May,Friday
335,Air Asia,Kolkata,Banglore,1,5192,955.0,7,35,23,30,May,Monday
336,Jet Airways,Delhi,Cochin,2,9483,1390.0,13,25,12,35,April,Tuesday
337,Jet Airways,Delhi,Cochin,2,18804,440.0,11,40,19,0,June,Monday
338,Air India,Delhi,Cochin,0,5201,170.0,5,10,8,0,June,Tuesday
339,Jet Airways,Delhi,Cochin,1,16079,450.0,11,30,19,0,May,Monday
340,Jet Airways,Banglore,Delhi,0,7229,180.0,19,50,22,50,June,Saturday
341,Multiple carriers,Delhi,Cochin,1,6795,465.0,17,45,1,30,May,Monday
342,Jet Airways,Kolkata,Banglore,1,10953,1520.0,9,35,10,55,May,Thursday
343,Multiple carriers,Delhi,Cochin,2,15965,625.0,15,5,1,30,June,Monday
344,Air India,Delhi,Cochin,2,9968,1820.0,12,55,19,15,April,Tuesday
345,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,June,Thursday
346,Jet Airways,Delhi,Cochin,1,16079,540.0,10,0,19,0,May,Monday
347,Jet Airways,Delhi,Cochin,2,11507,910.0,21,25,12,35,June,Wednesday
348,Air India,Kolkata,Banglore,2,11542,1700.0,9,25,13,45,June,Sunday
349,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,April,Wednesday
350,Jet Airways,Banglore,Delhi,0,4544,165.0,6,0,8,45,April,Saturday
351,IndiGo,Delhi,Cochin,1,6496,295.0,5,10,10,5,May,Wednesday
352,IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,June,Saturday
353,Air India,Banglore,New Delhi,1,13439,1330.0,11,5,9,15,March,Friday
354,Jet Airways,Delhi,Cochin,1,6540,610.0,18,15,4,25,March,Wednesday
355,IndiGo,Banglore,Delhi,0,4591,170.0,23,30,2,20,June,Saturday
356,IndiGo,Banglore,New Delhi,1,4437,260.0,16,15,20,35,March,Monday
357,Air Asia,Delhi,Cochin,1,6151,660.0,20,10,7,10,March,Thursday
358,Jet Airways,Banglore,Delhi,0,7754,180.0,17,45,20,45,June,Friday
359,Jet Airways,Delhi,Cochin,1,10262,1355.0,14,0,12,35,June,Monday
360,Jet Airways,Banglore,Delhi,0,8016,185.0,18,55,22,0,June,Sunday
361,SpiceJet,Kolkata,Banglore,0,4781,160.0,6,55,9,35,March,Sunday
362,Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,June,Thursday
363,Air India,Banglore,New Delhi,1,14594,1265.0,11,50,8,55,March,Wednesday
364,Jet Airways,Kolkata,Banglore,1,14231,710.0,16,55,4,45,March,Sunday
365,Air India,Delhi,Cochin,1,8425,1535.0,5,15,6,50,May,Wednesday
366,Multiple carriers,Delhi,Cochin,1,9646,925.0,7,5,22,30,June,Wednesday
367,IndiGo,Chennai,Kolkata,0,7295,145.0,14,40,17,5,March,Sunday
368,Air Asia,Kolkata,Banglore,1,5162,220.0,6,50,10,30,April,Tuesday
369,IndiGo,Banglore,New Delhi,0,6860,175.0,18,25,21,20,March,Saturday
370,Vistara,Delhi,Cochin,0,6216,190.0,6,0,9,10,April,Monday
371,Air Asia,Kolkata,Banglore,1,5192,710.0,7,35,19,25,May,Friday
372,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,April,Tuesday
373,SpiceJet,Banglore,Delhi,0,3919,170.0,9,30,12,20,April,Wednesday
374,IndiGo,Mumbai,Hyderabad,0,2754,90.0,19,5,20,35,June,Monday
375,Multiple carriers,Delhi,Cochin,1,9315,690.0,7,30,19,0,May,Thursday
376,Multiple carriers,Delhi,Cochin,1,11667,530.0,10,0,18,50,March,Wednesday
377,Jet Airways,Kolkata,Banglore,1,6224,1215.0,8,25,4,40,June,Wednesday
378,Air India,Kolkata,Banglore,2,13349,1210.0,9,25,5,35,March,Sunday
379,Jet Airways,Banglore,New Delhi,1,11087,965.0,16,55,9,0,March,Monday
380,Multiple carriers,Delhi,Cochin,1,15603,755.0,13,0,1,35,March,Wednesday
381,Jet Airways,Delhi,Cochin,2,15129,1025.0,19,30,12,35,May,Thursday
382,IndiGo,Banglore,Delhi,0,4823,180.0,16,55,19,55,April,Tuesday
383,Vistara,Kolkata,Banglore,1,8452,930.0,7,10,22,40,May,Wednesday
384,Multiple carriers,Delhi,Cochin,1,12524,690.0,7,30,19,0,June,Thursday
385,SpiceJet,Chennai,Kolkata,0,3384,140.0,17,45,20,5,March,Wednesday
386,Jet Airways,Delhi,Cochin,1,10262,1425.0,19,15,19,0,June,Saturday
387,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,13,15,14,45,June,Tuesday
388,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,May,Saturday
389,Jet Airways,Delhi,Cochin,1,16079,1485.0,18,15,19,0,May,Monday
390,Jet Airways,Delhi,Cochin,2,13292,1295.0,21,25,19,0,June,Saturday
391,Air Asia,Delhi,Cochin,1,6751,330.0,7,55,13,25,May,Thursday
392,Air India,Delhi,Cochin,1,8669,735.0,7,0,19,15,May,Wednesday
393,IndiGo,Delhi,Cochin,1,14871,485.0,17,30,1,35,March,Sunday
394,Jet Airways,Delhi,Cochin,1,12898,300.0,14,0,19,0,May,Tuesday
395,SpiceJet,Banglore,Delhi,0,3919,170.0,9,30,12,20,June,Thursday
396,Multiple carriers,Delhi,Cochin,1,36983,385.0,12,50,19,15,March,Friday
397,IndiGo,Chennai,Kolkata,0,3597,140.0,19,35,21,55,June,Monday
398,Air India,Banglore,New Delhi,0,10741,165.0,17,0,19,45,March,Saturday
399,Air India,Kolkata,Banglore,2,11432,765.0,16,50,5,35,June,Thursday
400,Jet Airways,Banglore,New Delhi,1,11087,950.0,18,55,10,45,March,Tuesday
401,Jet Airways,Delhi,Cochin,2,13292,1620.0,9,35,12,35,June,Monday
402,Air India,Delhi,Cochin,3,10493,1585.0,5,15,7,40,June,Saturday
403,GoAir,Banglore,New Delhi,0,7631,175.0,7,45,10,40,March,Saturday
404,Air India,Delhi,Cochin,2,13381,1490.0,6,50,7,40,June,Thursday
405,Jet Airways,Kolkata,Banglore,1,13731,520.0,20,0,4,40,June,Thursday
406,Air India,Delhi,Cochin,2,11911,1545.0,5,55,7,40,May,Tuesday
407,IndiGo,Banglore,Delhi,0,4591,170.0,23,30,2,20,April,Thursday
408,Multiple carriers,Delhi,Cochin,1,14848,375.0,13,0,19,15,June,Monday
409,Multiple carriers,Delhi,Cochin,1,8266,630.0,8,45,19,15,June,Wednesday
410,Air India,Delhi,Cochin,2,12392,1560.0,17,15,19,15,May,Saturday
411,Jet Airways,Kolkata,Banglore,1,13044,1025.0,18,55,12,0,June,Wednesday
412,Jet Airways,Delhi,Cochin,1,12898,1280.0,7,5,4,25,May,Tuesday
413,Jet Airways,Delhi,Cochin,1,12242,335.0,22,50,4,25,March,Thursday
414,IndiGo,Banglore,Delhi,0,3943,170.0,10,10,13,0,May,Saturday
415,Vistara,Kolkata,Banglore,1,11105,1550.0,20,20,22,10,March,Sunday
416,Jet Airways,Kolkata,Banglore,1,14388,730.0,21,10,9,20,May,Sunday
417,Jet Airways,Delhi,Cochin,2,13014,1025.0,19,30,12,35,May,Saturday
418,Multiple carriers,Delhi,Cochin,1,15411,510.0,10,20,18,50,March,Wednesday
419,Jet Airways,Delhi,Cochin,1,16289,1385.0,19,45,18,50,March,Saturday
420,IndiGo,Delhi,Cochin,1,6442,560.0,6,50,16,10,May,Wednesday
421,Jet Airways,Kolkata,Banglore,1,10844,475.0,8,25,16,20,May,Saturday
422,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,10,20,11,50,May,Saturday
423,IndiGo,Banglore,Delhi,0,6906,170.0,23,30,2,20,April,Friday
424,SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,May,Tuesday
425,Jet Airways,Delhi,Cochin,1,14714,600.0,9,0,19,0,June,Thursday
426,Vistara,Banglore,New Delhi,0,11793,155.0,16,0,18,35,March,Sunday
427,Multiple carriers,Delhi,Cochin,1,14323,465.0,11,30,19,15,May,Wednesday
428,SpiceJet,Banglore,Delhi,0,3971,175.0,21,10,0,5,April,Tuesday
429,Vistara,Kolkata,Banglore,1,8452,1580.0,20,20,22,40,May,Monday
430,Vistara,Banglore,Delhi,0,5403,160.0,7,0,9,40,April,Friday
431,Multiple carriers,Delhi,Cochin,1,13727,660.0,10,0,21,0,May,Thursday
432,Air India,Kolkata,Banglore,2,12639,1165.0,10,0,5,25,April,Monday
433,Jet Airways,Banglore,Delhi,0,5198,175.0,15,15,18,10,April,Thursday
434,Vistara,Banglore,Delhi,0,4878,165.0,19,30,22,15,June,Saturday
435,Jet Airways,Delhi,Cochin,1,12373,1395.0,19,45,19,0,May,Saturday
436,Multiple carriers,Delhi,Cochin,1,8552,540.0,7,10,16,10,March,Sunday
437,Vistara,Delhi,Cochin,0,6741,190.0,14,40,17,50,April,Sunday
438,Multiple carriers,Delhi,Cochin,1,6481,385.0,12,50,19,15,April,Tuesday
439,Multiple carriers,Delhi,Cochin,1,7354,520.0,10,35,19,15,June,Thursday
440,Air India,Banglore,Delhi,0,5228,170.0,21,5,23,55,April,Sunday
441,Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,May,Sunday
442,IndiGo,Delhi,Cochin,1,6347,320.0,6,50,12,10,May,Saturday
443,Air India,Banglore,New Delhi,1,5013,240.0,8,15,12,15,March,Friday
444,Jet Airways,Kolkata,Banglore,1,9663,585.0,18,55,4,40,June,Sunday
445,IndiGo,Banglore,Delhi,0,4823,175.0,18,25,21,20,April,Saturday
446,Air India,Delhi,Cochin,2,13381,1580.0,16,55,19,15,June,Monday
447,SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,June,Saturday
448,Jet Airways,Kolkata,Banglore,1,9663,585.0,18,55,4,40,May,Wednesday
449,Jet Airways,Kolkata,Banglore,1,7064,1495.0,18,55,19,50,April,Monday
450,Jet Airways,Delhi,Cochin,1,10262,715.0,7,5,19,0,June,Sunday
451,Air India,Delhi,Cochin,2,13013,500.0,10,55,19,15,June,Saturday
452,Jet Airways,Delhi,Cochin,2,15339,1045.0,19,10,12,35,June,Thursday
453,GoAir,Banglore,Delhi,0,4937,170.0,11,40,14,30,April,Thursday
454,IndiGo,Delhi,Cochin,1,6818,425.0,5,5,12,10,June,Thursday
455,Air India,Delhi,Cochin,2,10441,1275.0,22,0,19,15,May,Saturday
456,Jet Airways,Delhi,Cochin,1,5177,300.0,14,0,19,0,April,Wednesday
457,IndiGo,Chennai,Kolkata,0,3858,145.0,11,35,14,0,June,Thursday
458,IndiGo,Kolkata,Banglore,1,6534,315.0,21,0,2,15,May,Saturday
459,Multiple carriers,Delhi,Cochin,1,6795,910.0,10,20,1,30,June,Saturday
460,Multiple carriers,Delhi,Cochin,1,9736,705.0,7,30,19,15,June,Monday
461,Jet Airways,Banglore,Delhi,0,7229,180.0,19,50,22,50,May,Wednesday
462,SpiceJet,Delhi,Cochin,1,4957,295.0,17,55,22,50,April,Wednesday
463,IndiGo,Banglore,New Delhi,0,7648,165.0,6,0,8,45,March,Saturday
464,SpiceJet,Kolkata,Banglore,0,3873,150.0,14,55,17,25,June,Saturday
465,Jet Airways,Kolkata,Banglore,1,14388,585.0,18,55,4,40,May,Sunday
466,IndiGo,Kolkata,Banglore,0,5618,160.0,17,15,19,55,March,Wednesday
467,Multiple carriers,Delhi,Cochin,1,7408,390.0,19,0,1,30,June,Sunday
468,Air Asia,Delhi,Cochin,1,13774,330.0,16,45,22,15,March,Sunday
469,Vistara,Banglore,Delhi,0,4668,160.0,7,0,9,40,May,Friday
470,Jet Airways,Delhi,Cochin,2,13082,2045.0,18,20,4,25,March,Thursday
471,Air India,Delhi,Cochin,1,8669,925.0,3,50,19,15,June,Monday
472,IndiGo,Delhi,Cochin,1,6316,570.0,16,0,1,30,June,Monday
473,Jet Airways,Delhi,Cochin,1,12583,365.0,22,20,4,25,March,Wednesday
474,Vistara,Banglore,New Delhi,0,7923,160.0,16,10,18,50,March,Saturday
475,GoAir,Delhi,Cochin,1,7378,350.0,7,0,12,50,March,Sunday
476,Vistara,Banglore,Delhi,0,4878,165.0,19,30,22,15,June,Monday
477,Jet Airways,Kolkata,Banglore,1,10844,1640.0,16,30,19,50,May,Saturday
478,Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,April,Wednesday
479,SpiceJet,Delhi,Cochin,1,6297,315.0,6,5,11,20,May,Tuesday
480,Jet Airways,Kolkata,Banglore,1,8529,960.0,20,0,12,0,June,Wednesday
481,Multiple carriers,Delhi,Cochin,1,13727,420.0,14,0,21,0,May,Saturday
482,SpiceJet,Kolkata,Banglore,1,6643,520.0,8,35,17,15,May,Friday
483,Multiple carriers,Delhi,Cochin,1,10197,540.0,10,0,19,0,May,Thursday
484,SpiceJet,Kolkata,Banglore,0,4911,140.0,22,20,0,40,April,Sunday
485,IndiGo,Chennai,Kolkata,0,6482,140.0,5,15,7,35,March,Wednesday
486,Jet Airways,Banglore,New Delhi,1,26890,380.0,8,55,15,15,March,Friday
487,IndiGo,Kolkata,Banglore,1,3717,265.0,19,20,23,45,May,Saturday
488,IndiGo,Chennai,Kolkata,0,3597,140.0,13,15,15,35,June,Saturday
489,Air India,Banglore,New Delhi,2,10846,665.0,11,5,22,10,March,Monday
490,Air India,Banglore,New Delhi,1,14069,1015.0,5,50,22,45,March,Friday
491,Jet Airways,Delhi,Cochin,1,5177,825.0,22,50,12,35,April,Monday
492,Air India,Delhi,Cochin,2,14641,1545.0,5,55,7,40,March,Wednesday
493,IndiGo,Delhi,Cochin,1,6442,835.0,8,35,22,30,June,Thursday
494,Air India,Delhi,Cochin,1,5704,315.0,17,45,23,0,March,Thursday
495,Jet Airways,Kolkata,Banglore,1,9663,1155.0,14,5,9,20,May,Monday
496,Jet Airways,Delhi,Cochin,1,14714,450.0,20,55,4,25,June,Thursday
497,Jet Airways,Delhi,Cochin,1,5406,540.0,10,0,19,0,April,Monday
498,Vistara,Kolkata,Banglore,1,8610,1440.0,20,20,20,20,May,Wednesday
499,Jet Airways,Delhi,Cochin,2,14237,1090.0,18,25,12,35,June,Wednesday
500,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,June,Sunday
501,IndiGo,Mumbai,Hyderabad,0,2227,90.0,20,5,21,35,March,Wednesday
502,Jet Airways,Delhi,Cochin,1,12373,1280.0,7,5,4,25,May,Saturday
503,Air India,Delhi,Cochin,1,8372,375.0,13,0,19,15,June,Thursday
504,Jet Airways,Delhi,Cochin,1,17024,870.0,13,55,4,25,March,Sunday
505,Air India,Mumbai,Hyderabad,0,3100,80.0,21,5,22,25,May,Monday
506,Jet Airways,Delhi,Cochin,1,14053,775.0,6,50,19,45,March,Saturday
507,IndiGo,Chennai,Kolkata,0,3540,145.0,5,15,7,40,May,Thursday
508,Vistara,Kolkata,Banglore,1,9345,1350.0,20,20,18,50,May,Tuesday
509,Jet Airways,Delhi,Cochin,2,10368,1375.0,5,30,4,25,June,Saturday
510,Jet Airways,Banglore,New Delhi,1,26890,325.0,7,0,12,25,March,Friday
511,SpiceJet,Mumbai,Hyderabad,0,5755,85.0,8,50,10,15,March,Saturday
512,Jet Airways,Banglore,New Delhi,1,7832,435.0,8,55,16,10,March,Thursday
513,Jet Airways,Kolkata,Banglore,1,14388,740.0,8,25,20,45,May,Monday
514,Air India,Delhi,Cochin,2,8839,1210.0,13,15,9,25,June,Thursday
515,Air India,Delhi,Cochin,2,22096,1275.0,22,0,19,15,March,Sunday
516,Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,May,Monday
517,Multiple carriers,Delhi,Cochin,1,9627,630.0,8,30,19,0,May,Wednesday
518,Multiple carriers,Delhi,Cochin,1,13542,845.0,11,30,1,35,March,Thursday
519,IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Saturday
520,IndiGo,Delhi,Cochin,2,8899,985.0,4,55,21,20,March,Sunday
521,SpiceJet,Delhi,Cochin,1,5583,315.0,6,5,11,20,April,Sunday
522,Air Asia,Delhi,Cochin,1,6752,830.0,16,45,6,35,May,Monday
523,SpiceJet,Chennai,Kolkata,0,3543,135.0,8,20,10,35,May,Tuesday
524,Jet Airways,Banglore,New Delhi,1,7832,435.0,8,0,15,15,March,Thursday
525,Air India,Kolkata,Banglore,2,10991,1625.0,5,50,8,55,May,Wednesday
526,Jet Airways,Delhi,Cochin,1,12898,1655.0,9,0,12,35,May,Monday
527,Jet Airways,Delhi,Cochin,1,12898,300.0,14,0,19,0,May,Monday
528,GoAir,Banglore,Delhi,0,3398,170.0,11,40,14,30,May,Friday
529,Air India,Delhi,Cochin,0,5201,170.0,5,10,8,0,April,Wednesday
530,Air India,Kolkata,Banglore,2,13873,920.0,10,0,1,20,May,Monday
531,Air India,Delhi,Cochin,1,7384,320.0,17,40,23,0,June,Saturday
532,Jet Airways,Delhi,Cochin,1,10262,610.0,18,15,4,25,June,Thursday
533,Jet Airways,Kolkata,Banglore,1,10031,1655.0,8,25,12,0,March,Sunday
534,Jet Airways,Kolkata,Banglore,1,12384,575.0,9,35,19,10,May,Monday
535,Jet Airways,Kolkata,Banglore,1,7757,1690.0,14,5,18,15,May,Thursday
536,Jet Airways,Banglore,New Delhi,1,17261,840.0,21,25,11,25,March,Wednesday
537,SpiceJet,Chennai,Kolkata,0,7298,155.0,9,30,12,5,March,Friday
538,Jet Airways,Banglore,Delhi,0,7229,175.0,15,15,18,10,April,Saturday
539,IndiGo,Kolkata,Banglore,0,4174,155.0,4,40,7,15,April,Monday
540,IndiGo,Kolkata,Banglore,1,5699,280.0,17,35,22,15,May,Saturday
541,Air India,Kolkata,Banglore,0,4880,150.0,14,15,16,45,April,Wednesday
542,Air India,Delhi,Cochin,1,15284,675.0,8,0,19,15,March,Wednesday
543,Jet Airways,Kolkata,Banglore,1,13759,475.0,8,25,16,20,March,Sunday
544,Vistara,Kolkata,Banglore,1,16092,530.0,9,55,18,45,March,Sunday
545,IndiGo,Mumbai,Hyderabad,0,4392,85.0,6,20,7,45,March,Saturday
546,Jet Airways,Delhi,Cochin,1,10262,940.0,20,55,12,35,June,Monday
547,SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,June,Wednesday
548,GoAir,Banglore,Delhi,0,5048,175.0,7,45,10,40,June,Saturday
549,Air India,Kolkata,Banglore,1,11096,805.0,7,0,20,25,May,Tuesday
550,IndiGo,Delhi,Cochin,1,5073,275.0,7,35,12,10,April,Wednesday
551,Jet Airways,Delhi,Cochin,1,19828,1110.0,9,55,4,25,March,Sunday
552,Vistara,Chennai,Kolkata,0,3739,135.0,7,5,9,20,March,Thursday
553,Air India,Delhi,Cochin,2,10598,2295.0,5,0,19,15,March,Saturday
554,Jet Airways,Banglore,Delhi,0,7229,185.0,18,55,22,0,June,Saturday
555,Vistara,Kolkata,Banglore,1,8610,1550.0,17,0,18,50,April,Monday
556,Vistara,Delhi,Cochin,0,6216,190.0,14,40,17,50,May,Thursday
557,Air India,Banglore,Delhi,0,6961,170.0,13,20,16,10,June,Sunday
558,Jet Airways,Kolkata,Banglore,1,10703,690.0,9,35,21,5,May,Monday
559,Jet Airways,Kolkata,Banglore,1,14151,395.0,17,0,23,35,May,Wednesday
560,Jet Airways,Kolkata,Banglore,1,8586,1655.0,6,30,10,5,May,Thursday
561,IndiGo,Kolkata,Banglore,0,4488,155.0,20,20,22,55,April,Friday
562,Multiple carriers,Delhi,Cochin,1,7408,450.0,18,0,1,30,June,Saturday
563,Jet Airways,Delhi,Cochin,0,5443,195.0,11,0,14,15,April,Thursday
564,Jet Airways,Kolkata,Banglore,1,10539,575.0,9,35,19,10,June,Wednesday
565,Multiple carriers,Delhi,Cochin,1,7723,750.0,13,0,1,30,June,Saturday
566,Multiple carriers,Delhi,Cochin,1,15411,680.0,7,30,18,50,March,Wednesday
567,Jet Airways,Banglore,Delhi,0,7229,180.0,7,10,10,10,May,Tuesday
568,IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,June,Friday
569,Jet Airways,Mumbai,Hyderabad,0,4050,90.0,2,55,4,25,March,Sunday
570,Jet Airways,Kolkata,Banglore,1,14151,1570.0,17,0,19,10,May,Saturday
571,SpiceJet,Delhi,Cochin,1,4957,295.0,17,55,22,50,April,Saturday
572,Air India,Banglore,New Delhi,0,7591,165.0,21,10,23,55,March,Sunday
573,Jet Airways,Kolkata,Banglore,1,11134,520.0,13,55,22,35,March,Sunday
574,IndiGo,Delhi,Cochin,1,6600,425.0,5,5,12,10,May,Monday
575,Air India,Banglore,New Delhi,0,4966,165.0,21,10,23,55,March,Saturday
576,Air India,Delhi,Cochin,2,15481,1490.0,6,50,7,40,June,Saturday
577,SpiceJet,Kolkata,Banglore,0,5515,140.0,22,20,0,40,March,Friday
578,Jet Airways,Delhi,Cochin,1,14714,660.0,8,0,19,0,June,Saturday
579,GoAir,Delhi,Cochin,1,4959,540.0,10,35,19,35,June,Saturday
580,Jet Airways,Banglore,Delhi,0,7229,175.0,11,10,14,5,April,Sunday
581,Air India,Delhi,Cochin,0,6094,185.0,18,5,21,10,May,Wednesday
582,Air Asia,Kolkata,Banglore,0,4409,155.0,10,20,12,55,April,Wednesday
583,Multiple carriers,Delhi,Cochin,1,9794,780.0,6,0,19,0,May,Saturday
584,Jet Airways,Mumbai,Hyderabad,0,5678,85.0,2,55,4,20,April,Wednesday
585,IndiGo,Delhi,Cochin,1,6442,455.0,8,35,16,10,June,Saturday
586,Vistara,Banglore,Delhi,0,4878,160.0,7,0,9,40,May,Saturday
587,Jet Airways,Kolkata,Banglore,1,12446,775.0,21,10,10,5,March,Sunday
588,Jet Airways,Delhi,Cochin,2,16704,1760.0,23,5,4,25,May,Thursday
589,Jet Airways,Banglore,New Delhi,1,9134,300.0,5,45,10,45,March,Friday
590,Jet Airways,Kolkata,Banglore,1,8586,520.0,20,0,4,40,May,Wednesday
591,Jet Airways,Banglore,Delhi,0,7229,180.0,7,10,10,10,June,Saturday
592,Jet Airways,Banglore,Delhi,0,6144,180.0,7,10,10,10,April,Sunday
593,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,May,Saturday
594,Jet Airways,Kolkata,Banglore,1,10844,730.0,16,30,4,40,May,Thursday
595,IndiGo,Chennai,Kolkata,0,3597,140.0,19,35,21,55,May,Tuesday
596,SpiceJet,Banglore,New Delhi,1,7139,475.0,10,20,18,15,March,Thursday
597,Air India,Mumbai,Hyderabad,2,25139,1775.0,9,40,15,15,March,Wednesday
598,Jet Airways,Delhi,Cochin,2,10368,1615.0,9,40,12,35,June,Saturday
599,Air India,Delhi,Cochin,1,5117,765.0,20,40,9,25,April,Saturday
600,Multiple carriers,Delhi,Cochin,1,9211,455.0,11,40,19,15,May,Saturday
601,SpiceJet,Kolkata,Banglore,0,4174,150.0,17,10,19,40,April,Monday
602,Multiple carriers,Delhi,Cochin,1,10786,705.0,7,30,19,15,May,Monday
603,Jet Airways,Banglore,New Delhi,1,9134,1420.0,8,0,7,40,March,Friday
604,Jet Airways,Delhi,Cochin,2,13376,830.0,14,35,4,25,June,Saturday
605,Air India,Banglore,New Delhi,1,6955,770.0,22,0,10,50,March,Thursday
606,Jet Airways,Kolkata,Banglore,1,10844,590.0,8,25,18,15,May,Thursday
607,Air Asia,Kolkata,Banglore,0,3807,150.0,19,55,22,25,April,Monday
608,Jet Airways,Kolkata,Banglore,1,9663,1315.0,14,5,12,0,May,Wednesday
609,Jet Airways,Delhi,Cochin,1,12373,1570.0,2,15,4,25,May,Thursday
610,SpiceJet,Banglore,Delhi,0,4991,175.0,21,10,0,5,May,Wednesday
611,Air India,Delhi,Cochin,1,6745,1215.0,23,0,19,15,March,Thursday
612,Jet Airways,Delhi,Cochin,1,10262,1210.0,22,50,19,0,June,Saturday
613,Jet Airways,Delhi,Cochin,1,6540,655.0,17,30,4,25,March,Wednesday
614,SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,April,Saturday
615,Jet Airways,Delhi,Cochin,1,15554,1270.0,21,50,19,0,May,Thursday
616,IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,May,Monday
617,Jet Airways,Delhi,Cochin,1,7438,1240.0,23,5,19,45,March,Wednesday
618,Air Asia,Banglore,Delhi,0,6181,170.0,4,55,7,45,May,Friday
619,Multiple carriers,Delhi,Cochin,1,9424,390.0,19,0,1,30,May,Wednesday
620,Air India,Banglore,New Delhi,2,12725,1800.0,17,25,23,25,March,Tuesday
621,Air India,Banglore,New Delhi,1,6046,790.0,8,15,21,25,March,Friday
622,SpiceJet,Banglore,Delhi,0,3971,175.0,21,10,0,5,June,Saturday
623,Jet Airways,Kolkata,Banglore,1,12692,1080.0,20,25,14,25,June,Thursday
624,IndiGo,Delhi,Cochin,1,7451,480.0,14,20,22,20,March,Wednesday
625,Jet Airways,Banglore,New Delhi,1,13817,525.0,22,55,7,40,March,Tuesday
626,Jet Airways,Kolkata,Banglore,1,10703,750.0,9,35,22,5,May,Monday
627,Jet Airways,Banglore,New Delhi,1,13817,800.0,21,25,10,45,March,Tuesday
628,Jet Airways,Banglore,New Delhi,1,27210,370.0,22,55,5,5,March,Friday
629,Jet Airways,Kolkata,Banglore,1,13941,450.0,21,10,4,40,May,Saturday
630,Air India,Banglore,New Delhi,1,10246,1155.0,17,0,12,15,March,Friday
631,IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Monday
632,Air Asia,Kolkata,Banglore,1,6810,720.0,22,40,10,40,June,Thursday
633,Jet Airways,Banglore,Delhi,0,5198,180.0,8,20,11,20,May,Wednesday
634,Vistara,Banglore,Delhi,0,5613,170.0,21,0,23,50,May,Friday
635,IndiGo,Mumbai,Hyderabad,0,4784,85.0,21,20,22,45,March,Sunday
636,Jet Airways,Delhi,Cochin,1,5406,1385.0,19,45,18,50,March,Thursday
637,Air India,Banglore,Delhi,0,5228,170.0,13,20,16,10,April,Saturday
638,Jet Airways,Delhi,Cochin,1,12898,1325.0,20,55,19,0,May,Monday
639,Air India,Chennai,Kolkata,0,4667,135.0,11,40,13,55,June,Saturday
640,Jet Airways,Kolkata,Banglore,1,14781,345.0,14,5,19,50,May,Tuesday
641,Vistara,Banglore,Delhi,0,5403,170.0,9,45,12,35,April,Sunday
642,Jet Airways,Kolkata,Banglore,1,9899,570.0,14,5,23,35,June,Wednesday
643,Jet Airways,Delhi,Cochin,2,13029,535.0,19,30,4,25,May,Tuesday
644,Vistara,Kolkata,Banglore,1,9187,1065.0,17,0,10,45,May,Saturday
645,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,May,Friday
